Gen_Index,commitinit,upinit,downinit
Herbert Wagner 4,0,0,148
Herbert Wagner 2,1,48,0
Herbert Wagner 3,1,48,0
Herbert Wagner 1,0,0,148
Herbert Wagner CT 1,0,0,148
Notch Cliff 3,0,0,148
Notch Cliff 2,0,0,148
Notch Cliff 5,0,0,148
Notch Cliff 7,0,0,148
Notch Cliff 6,0,0,148
Notch Cliff 8,0,0,148
Notch Cliff 1,0,0,148
Notch Cliff 4,0,0,148
Perryman 2,0,0,148
Perryman 51,0,0,148
Perryman 1,0,0,148
Perryman 4,0,0,148
Perryman 3,0,0,148
Philadelphia Road 4,0,0,148
Philadelphia Road 1,0,0,148
Philadelphia Road 3,0,0,148
Philadelphia Road 2,0,0,148
Riverside 7,0,0,148
Riverside 1 (Zelda 1),0,0,148
Riverside 2 (Zelda 2),0,0,148
Riverside 8,0,0,148
Riverside 6,0,0,148
Riverside 3 (Zelda 3),0,0,148
Riverside 4,0,0,148
Westport 5,0,0,148
Crisfield 14,0,0,148
Vienna 10,0,0,148
Vienna 08,0,0,148
Deep Creek 2,1,48,0
Deep Creek 1,1,48,0
Chalk Point CT 1,0,0,148
Chalk Point SMECO CT,0,0,148
Chalk Point CT 2,0,0,148
Chalk Point CT 3,0,0,148
Chalk Point 2,1,48,0
Chalk Point 3,0,0,148
Chalk Point CT 6,0,0,148
Chalk Point CT 4,0,0,148
Chalk Point 4,0,0,148
Chalk Point 1,1,48,0
Chalk Point CT 5,0,0,148
Dickerson CT,0,0,148
Dickerson H CT 2,0,0,148
Dickerson 1,1,48,0
Dickerson 3,0,0,148
Dickerson H CT 1,0,0,148
Dickerson 2,1,48,0
Morgantown CT 5,0,0,148
Morgantown CT 4,0,0,148
Morgantown CT 6,0,0,148
Morgantown CT 3,0,0,148
Morgantown CT 2,0,0,148
Morgantown 2,1,48,0
Morgantown 1,1,48,0
Morgantown CT 1,0,0,148
Conowingo 10,0,0,3
Conowingo 01,0,0,13
Conowingo 11,0,0,3
Conowingo 09,0,0,3
Conowingo 07,0,0,3
Conowingo 04,0,0,3
Conowingo 05,0,0,3
Conowingo 06,0,0,3
Conowingo 02,1,8,0
Conowingo 08,0,0,3
Conowingo 03,0,0,3
Easton 12,0,0,148
Easton 11,0,0,148
Easton 07,0,0,148
Easton101,0,0,148
Easton 13,0,0,148
Easton 10,0,0,148
Easton102,0,0,148
Easton 14,0,0,148
Easton 08,0,0,148
Easton 09,0,0,148
Berr Sprg 12,1,48,0
Berr Sprg 09,0,0,148
Berr Sprg 01,1,48,0
Berr Sprg 02,0,0,148
Berr Sprg 05,1,48,0
Berr Sprg 07,0,0,148
Berr Sprg 04,0,0,148
Berr Sprg 10,0,0,148
Berr Sprg 11,1,48,0
Berr Sprg 08,1,48,0
Berr Sprg 06,0,0,148
Berr Sprg 03,0,0,148
Buchanan 10,1,48,0
Buchanan 01,0,0,7
Buchanan 06,1,48,0
Buchanan 05,1,48,0
Buchanan 04,1,48,0
Buchanan 08,1,48,0
Buchanan 09,1,48,0
Buchanan 07,1,48,0
Buchanan 03,1,38,0
Buchanan 02,0,0,1
Constantine 2,0,0,30
Constantine 1,1,48,0
Constantine 4,1,48,0
Constantine 3,0,0,148
Mottville 1,1,48,0
Mottville 4,0,0,148
Mottville 2,0,0,26
Mottville 3,1,48,0
Clinton 1,1,48,0
England Diesel 4,0,0,148
England Diesel 2,0,0,148
England Diesel 3,0,0,148
England 2,1,48,0
England Diesel 1,0,0,148
England 1,0,0,148
England 3,0,0,148
Carll s Corner 1,0,0,148
Carll s Corner 2,0,0,148
Cedar Station 2,0,0,148
Cedar Station 1,0,0,148
Middle Station 1,0,0,148
Middle Station 3,0,0,148
Middle Station 2,0,0,148
Missouri Ave C,0,0,148
Missouri Ave B,0,0,148
Missouri Ave D,0,0,148
Deepwater 1,0,0,148
Deepwater 6/8,0,0,148
Werner C3,0,0,148
Werner C2,0,0,148
Werner C4,0,0,148
Werner C1,0,0,148
Oyster Creek 1,1,48,0
Sayreville C4,0,0,148
Sayreville C3,0,0,148
Sayreville C1,0,0,148
Sayreville C2,0,0,148
Gilbert 6,0,0,148
Gilbert C4,0,0,148
Gilbert C3,0,0,148
Gilbert C1,0,0,148
Gilbert 7,0,0,148
Gilbert 5,0,0,148
Gilbert 4,0,0,148
Gilbert C2,0,0,148
Gilbert CT 9,0,0,148
Gilbert 8CC,0,0,148
Bergen 3,0,0,148
Bergen 2CC,0,0,148
Bergen 1CC,0,0,148
Burlington 092,0,0,148
Burlington 093,0,0,148
Burlington 124,0,0,148
Burlington 091,0,0,148
Burlington 112,0,0,148
Burlington 123,0,0,148
Burlington 113,0,0,148
Burlington 008,0,0,148
Burlington 122,0,0,148
Burlington 111,0,0,148
Burlington 094,0,0,148
Burlington 114,0,0,148
Burlington 121,0,0,148
Edison 32,0,0,148
Edison 34,0,0,148
Edison 13,0,0,148
Edison 31,0,0,148
Edison 24,0,0,148
Edison 14,0,0,148
Edison 33,0,0,148
Edison 21,0,0,148
Edison 12,0,0,148
Edison 11,0,0,148
Edison 22,0,0,148
Edison 23,0,0,148
Essex 123,0,0,148
Essex 122,0,0,148
Essex 114,0,0,148
Essex 103,0,0,148
Essex 121,0,0,148
Essex 101,0,0,148
Essex 9,0,0,148
Essex 104,0,0,148
Essex 124,0,0,148
Essex 112,0,0,148
Essex 111,0,0,148
Essex 113,0,0,148
Essex 102,0,0,148
Hudson 2,1,48,0
Kearney 133,0,0,148
Kearney 132,0,0,148
Kearney 134,0,0,148
Kearney 142,0,0,148
Kearney 124,0,0,148
Kearney 131,0,0,148
Kearney 09,0,0,148
Kearney 122,0,0,148
Kearney 121,0,0,148
Kearney 141,0,0,148
Kearney 123,0,0,148
Linden 1,0,0,148
Linden 2,0,0,148
Linden 8,0,0,148
Linden 7,0,0,148
Linden 6,0,0,148
Linden 5,0,0,148
Mercer 1,0,0,148
Mercer 2,0,0,24
Mercer 3,0,0,148
National Park,0,0,148
Salem 1,1,48,0
Salem 3,0,0,148
Salem 2,1,48,0
Sewaren 1,0,0,148
Sewaren 2,0,0,148
Sewaren 6,0,0,148
Sewaren 3,0,0,148
Sewaren 4,0,0,148
Vineland CT 11,0,0,148
Gaston 4,0,0,4
Gaston 2,0,0,4
Gaston 1,0,0,5
Gaston 3,0,0,4
Roanoke Rapids 1,1,48,0
Roanoke Rapids 3,0,0,2
Roanoke Rapids 4,0,0,2
Roanoke Rapids 2,0,0,2
Buxton 3,0,0,148
Buxton 1,0,0,148
Buxton 2,0,0,148
Buxton 5,0,0,148
Buxton 4,0,0,148
Cardinal 1,1,48,0
Cardinal 3,0,0,148
Cardinal 2,1,48,0
Beckjord 5,1,48,0
Beckjord GT 4,0,0,148
Beckjord GT 1,0,0,148
Beckjord 6,1,48,0
Beckjord 4,0,0,148
Beckjord GT 3,0,0,148
Beckjord GT 2,0,0,148
Dicks Creek 5,0,0,148
Dicks Creek 4,0,0,148
Dicks Creek 3,0,0,148
Dicks Creek 1,0,0,148
Miami Fort 6,0,0,24
Miami Fort GT 4,0,0,148
Miami Fort GT 3,0,0,148
Miami Fort 7,1,48,0
Miami Fort GT 5,0,0,148
Miami Fort 8,1,48,0
Miami Fort GT 6,0,0,148
Ashtabula 5,0,0,148
Avon Lake 7,0,0,148
Avon Lake 10,0,0,148
Avon Lake 9,1,48,0
Eastlake 2,0,0,148
Eastlake 6 CT,0,0,148
Eastlake 3,0,0,148
Eastlake 1,1,48,0
Lake Shore D2,0,0,148
Lake Shore 18,0,0,148
Lake Shore D1,0,0,148
Conesville 6,0,0,148
Conesville 4,1,48,0
Conesville 5,0,0,24
Picway 5,0,0,148
Tait GT 2,0,0,148
Tait GT 3,0,0,148
Tait GT 1,0,0,148
Tait D 4,0,0,148
Tait D 1,0,0,148
Tait D 3,0,0,148
Tait D 2,0,0,148
Hutchings CT 7,0,0,148
Hutchings 3,0,0,148
Hutchings 6,0,0,148
Hutchings 1,0,0,148
Hutchings 2,0,0,148
Hutchings 5,0,0,148
Stuart 1,1,48,0
Stuart 4,1,48,0
Stuart 2,1,47,0
Stuart D 2,0,0,148
Stuart D 1,0,0,148
Stuart 3,0,0,148
Stuart D 4,0,0,148
Stuart D 3,0,0,148
Monument D 3,0,0,148
Monument D 5,0,0,148
Monument D 2,0,0,148
Monument D 1,0,0,148
Monument D 4,0,0,148
Sidney D 3,0,0,148
Sidney D 2,0,0,148
Sidney D 4,0,0,148
Sidney D 1,0,0,148
Sidney D 5,0,0,148
Yankee GT 4,0,0,148
Yankee GT 7,0,0,148
Yankee GT 5,0,0,148
Yankee GT 2,0,0,148
Yankee GT 1,0,0,148
Yankee GT 6,0,0,148
Yankee GT 3,0,0,148
Niles CT A,0,0,148
Burger B2,0,0,148
Burger B1,0,0,148
Burger A,0,0,148
Sammis B2,0,0,148
Sammis B3,0,0,148
Sammis 3,1,48,0
Sammis 6,1,48,0
Sammis 2,0,0,148
Sammis 1,1,48,0
Sammis A,0,0,148
Sammis 5,1,48,0
Sammis B1,0,0,148
Sammis 4,1,48,0
Sammis B4,0,0,148
Sammis 7,1,48,0
West Lorain 2,0,0,148
West Lorain A (Beaver),0,0,148
West Lorain 4,0,0,148
West Lorain B (Beaver),0,0,148
West Lorain 5,0,0,148
West Lorain 3,0,0,148
West Lorain 6,0,0,148
Muskigum Rv 1,0,0,148
Muskigum Rv 2,0,0,148
Muskigum Rv 4,0,0,148
Muskigum Rv 5,1,48,0
Muskigum Rv 3,0,0,148
Kyger Creek 5,0,0,148
Kyger Creek 1,1,48,0
Kyger Creek 3,1,48,0
Kyger Creek 2,1,48,0
Kyger Creek 4,1,48,0
Bay Shore 1,0,0,24
Bay Shore CT,0,0,148
Richland 6,0,0,148
Richland 2,0,0,148
Richland 5,0,0,148
Richland 4,0,0,148
Richland 3,0,0,148
Richland 1,0,0,148
Stryker 1,0,0,148
Brunot Island 1A,0,0,148
Brunot Island 1B,0,0,148
Brunot Island 1C,0,0,148
Brunot Island 2B,0,0,148
Brunot Island 4,0,0,148
Brunot Island 2A,0,0,148
Brunot Island 3,0,0,148
Elrama 4,0,0,148
Elrama 1,0,0,148
Elrama 3,0,0,148
Elrama 2,0,0,148
Hamilton 1,0,0,148
Hunterstown 3,0,0,148
Hunterstown 2,0,0,148
Hunterstown 1,0,0,148
Mountain 2,0,0,148
Mountain 1,0,0,148
Orrtanna 1,0,0,148
Portland 4,0,0,148
Portland 1,0,0,148
Portland 2,0,0,148
Portland 3,0,0,148
Portland 5,0,0,148
Shawnee 1,0,0,148
Titus 5,0,0,148
Titus 4,0,0,148
Tolna 2,0,0,148
Tolna 1,0,0,148
York Haven Hydro,1,7,0
Conemaugh Diesel B,0,0,148
Conemaugh Diesel D,0,0,148
Conemaugh Diesel A,0,0,148
Conemaugh 2,1,48,0
Conemaugh Diesel C,0,0,148
Conemaugh 1,1,48,0
Blossburg CT,0,0,148
Homer City 3,1,48,0
Homer City 2,1,48,0
Homer City 1,1,48,0
Piney 2,1,48,0
Piney 1,1,48,0
Piney 3,1,48,0
Seward 1,1,48,0
Shawville 3,0,0,148
Shawville 7,0,0,148
Shawville 5,0,0,148
Shawville 1,1,47,0
Shawville 6,0,0,148
Shawville 4,1,48,0
Shawville 2,1,48,0
Warren CT,0,0,148
Keystone 2,1,48,0
Keystone Diesel 6,0,0,148
Keystone 1,1,48,0
Keystone Diesel 5,0,0,148
Keystone Diesel 3,0,0,148
Keystone Diesel 4,0,0,148
New Castle 5,1,48,0
New Castle 4,0,0,148
New Castle 3,1,48,0
New Castle EMD B,0,0,148
New Castle EMD A,0,0,148
Allentown 4,0,0,148
Allentown 2,0,0,148
Allentown 1,0,0,148
Allentown 3,0,0,148
Brunner Island Diesel 1,0,0,148
Brunner Island Diesel 3,0,0,148
Brunner Island 2,1,48,0
Brunner Island 3,1,48,0
Brunner Island Diesel 2,0,0,148
Brunner Island 1,1,48,0
Fishbach 2,0,0,148
Fishbach 1,0,0,148
Harrisburg 1,0,0,148
Harrisburg 4,1,6,0
Harrisburg 3,0,0,148
Harrisburg 2,0,0,148
Harwood 1,0,0,148
Harwood 2,0,0,148
Holtwood 01,1,48,0
Holtwood 03,1,48,0
Holtwood 13,1,48,0
Holtwood 02,1,48,0
Holtwood 05,1,48,0
Holtwood 11,1,48,0
Holtwood 04,1,48,0
Holtwood 08,1,48,0
Holtwood 09,1,48,0
Holtwood 06,1,48,0
Holtwood 10,1,48,0
Holtwood 07,1,48,0
Jenkins(Georgetown) 2,0,0,148
Jenkins(Georgetown) 1,0,0,148
Lockhaven 1,0,0,148
Martins Creek CTG 3,0,0,148
Martins Creek CTG 4,0,0,148
Martins Creek 4,0,0,24
Martins Creek CTG 2,0,0,148
Martins Creek CTG 1,0,0,148
Martins Creek 3,0,0,24
Montour 2,1,48,0
Montour 1,1,48,0
Montour ATG,0,0,148
Sunbury CTG 2,0,0,148
Sunbury Diesel 1,0,0,148
Sunbury Diesel 2,0,0,148
Sunbury 1,0,0,148
Sunbury CTG 1,0,0,148
Sunbury 2,0,0,148
Sunbury 4,0,0,148
Sunbury 3,0,0,148
Wallenpaupack 2,1,48,0
Wallenpaupack 1,1,48,0
West Shore 1,0,0,148
West Shore 2,0,0,148
Williamsport 1,0,0,148
Williamsport 2,0,0,148
Chester 9,0,0,148
Chester 8,0,0,148
Chester 7,0,0,148
Delaware 12,0,0,148
Delaware 11,0,0,148
Delaware 09,0,0,148
Delaware 10,0,0,148
Eddystone 10,0,0,148
Eddystone 30,0,0,148
Eddystone 20,0,0,148
Eddystone 04,0,0,148
Eddystone 40,0,0,148
Eddystone 03,0,0,148
Falls 2,0,0,148
Falls 1,0,0,148
Falls 3,0,0,148
Moser 2,0,0,148
Moser 3,0,0,148
Moser 1,0,0,148
Muddy Run 2,0,0,148
Muddy Run 3,0,0,4
Muddy Run 1,0,0,4
Muddy Run 4,0,0,148
Muddy Run 5,0,0,148
Muddy Run 7,0,0,148
Muddy Run 8,1,2,0
Muddy Run 6,0,0,24
Peach Bottom 3,1,48,0
Peach Bottom 2,1,48,0
Richmond 91,0,0,148
Richmond 92,0,0,148
Schuylkill 10,0,0,148
Schuylkill 11,0,0,148
Southwark 6,0,0,148
Southwark 3,0,0,148
Southwark 4,0,0,148
Southwark 5,0,0,148
Safe Harbor 08,1,48,0
Safe Harbor 05,1,48,0
Safe Harbor 10,1,48,0
Safe Harbor 09,1,48,0
Safe Harbor 07,1,48,0
Safe Harbor 01,1,48,0
Safe Harbor 11,0,0,148
Safe Harbor 06,1,48,0
Safe Harbor 12,0,0,148
Safe Harbor 04,1,48,0
Safe Harbor 02,1,48,0
Safe Harbor 03,1,48,0
Hunlock 3,0,0,148
Hunlock 5,0,0,148
Hunlock 6,0,0,148
Cordell Hull 3,1,48,0
Cordell Hull 1,1,48,0
Cordell Hull 2,1,48,0
Dale Hollow 3,1,48,0
Dale Hollow 2,1,48,0
Dale Hollow 1,1,48,0
Old Hickory 1,1,48,0
Old Hickory 2,1,48,0
Old Hickory 3,1,48,0
Old Hickory 4,0,0,148
J Percy Priest,1,48,0
Buck 1,0,0,148
Buck 3,1,48,0
Buck 2,1,48,0
Byllesby 1,0,0,148
Byllesby 3,0,0,148
Byllesby 2,0,0,148
Byllesby 4,0,0,148
Claytor 2,0,0,148
Claytor 3,1,48,0
Claytor 4,1,48,0
Claytor 1,1,48,0
Clinch River 2,1,48,0
Clinch River 1,0,0,148
Clinch River 3,1,48,0
Glen Lyn 5,0,0,148
Glen Lyn 6,0,0,148
Leesville 2,1,48,0
Leesville 1,0,0,148
Niagara 1,1,48,0
Niagara 2,0,0,148
Reusens 5,0,0,148
Reusens 2,0,0,148
Reusens 3,0,0,148
Reusens 4,0,0,148
Reusens 1,0,0,148
Smith Mtn 3,0,0,16
Smith Mtn 5,1,1,0
Smith Mtn 1,1,2,0
Smith Mtn 4,0,0,148
Smith Mtn 2,0,0,148
Bayview 16,0,0,148
Tasley 10,0,0,148
Bremo 3,0,0,148
Bremo 4,0,0,148
Chesterfield 6,1,48,0
Chesterfield 4,1,48,0
Chesterfield 3,0,0,148
Chesterfield 5,0,0,24
Chesterfield 7,0,0,24
Chesterfield 8,0,0,24
Cushaw 1,1,48,0
Low Moor GT 1,0,0,148
Low Moor GT 2,0,0,148
Low Moor GT 4,0,0,148
Low Moor GT 3,0,0,148
Northern Neck GT 2,0,0,148
Northern Neck GT 3,0,0,148
Northern Neck GT 1,0,0,148
Northern Neck GT 4,0,0,148
Chesapeake GT4,0,0,148
Chesapeake GT1,0,0,148
Chesapeake 1,1,48,0
Chesapeake 2,0,0,148
Chesapeake GT6,0,0,148
Chesapeake 4,0,0,148
Chesapeake 3,1,48,0
Chesapeake GT2,0,0,148
Possum Point GT 2,0,0,148
Possum Point GT 4,0,0,148
Possum Point GT 1,0,0,148
Possum Point 5,0,0,148
Possum Point GT 3,0,0,148
Possum Point 4,0,0,148
Possum Point 3,0,0,148
Possum Point GT 6,0,0,148
Possum Point GT 5,0,0,148
Possum Point 6,1,48,0
Surry 2,1,48,0
Surry 1,1,48,0
Yorktown 1,1,48,0
Yorktown 2,1,48,0
Yorktown 3,0,0,148
Kerr Dam 2,1,48,0
Kerr Dam 5,1,48,0
Kerr Dam 4,1,48,0
Kerr Dam 3,1,48,0
Kerr Dam 6,1,48,0
Kerr Dam 7,1,48,0
Kerr Dam 1,1,48,0
Philpott 1,1,48,0
Philpott 3,1,48,0
Philpott 2,1,48,0
Joliet 7,1,48,0
Joliet 8,1,48,0
Amos 1,1,48,0
Amos 3,0,0,148
Amos 2,1,48,0
Kanawha Rv 2,1,48,0
Kanawha Rv 1,1,48,0
Sporn 4,0,0,148
Sporn 2,0,0,148
Sporn 1,0,0,148
Sporn 3,1,48,0
WVU/MEA,1,48,0
Fort Martin 2,1,24,0
Fort Martin 1,1,48,0
Harrison 2,1,48,0
Harrison 3,1,48,0
Harrison 1,1,48,0
Kammer Block 200,1,48,0
Kammer 1,1,48,0
Kammer 3,0,0,148
Kammer 2,0,0,148
Mitchell (AEP) 1,1,11,0
Mitchell (AEP) 2,1,48,0
Mount Storm 3,1,48,0
Mount Storm 2,1,48,0
Mount Storm GT 1,0,0,148
Mount Storm 1,0,0,148
Easton 21,0,0,148
Easton201,0,0,148
Easton 24,0,0,148
Easton202,0,0,148
Easton 23,0,0,148
Easton 204,0,0,148
Easton 22,0,0,148
Easton 203,0,0,148
Greenup 1,1,48,0
Greenup 2,0,0,148
Greenup 3,0,0,148
Glen Ferris 6 (Hawks Nest),0,0,148
Glen Ferris 2 (Hawks Nest),0,0,148
Glen Ferris 5 (Hawks Nest),0,0,148
Glen Ferris 1 (Hawks Nest),0,0,148
Glen Ferris 4 (Hawks Nest),0,0,148
Glen Ferris 3 (Hawks Nest),1,48,0
Glen Ferris 7 (Hawks Nest),1,48,0
Glen Ferris 8 (Hawks Nest),1,48,0
Hannibal Dam,1,10,0
NEPCO NUG,0,0,24
MH50 (Sunoil),0,0,148
York County RR NUG,0,0,148
Archbald,1,48,0
PEI 5,1,6,0
Archbald 2,0,0,148
PEI 6,1,6,0
Paxton Creek NUG,0,0,148
Newark Bay COGEN,0,0,148
Glatfelter NUG,1,48,0
Kimberly Clark,1,48,0
Bayonne COGEN NUG,0,0,148
Rosemary 1,0,0,148
Eagle Point COGEN NUG,0,0,148
Pottstown 1,0,0,148
Westwood 1,0,0,148
Mobil NUG (BtM),0,0,148
MCRRF1,0,0,24
Covanta Fairfax 1 (Ogden Martin),0,0,24
Panther Creek NUG,1,48,0
Parlin ST1,0,0,148
Parlin CT1,0,0,148
Parlin CT2,0,0,148
Parlin ST2,0,0,148
Cumberland CT 2,0,0,148
Cumberland CT 1,0,0,148
Marcal NUG,0,0,148
Lancaster County RR NUG,0,0,148
Wheelabrator-Frackville NUG,0,0,148
Gloucester NUG,0,0,148
Northampton,1,48,0
ALD 6,1,48,0
PE Hydro,1,48,0
ALD 5,1,48,0
Union County Resource Recovery,0,0,148
Bellmeade,0,0,148
Scrubgrass NUG,1,48,0
Mecklenburg 1 (Buggs Is),1,48,0
Mecklenburg 2 (Buggs Is),1,48,0
Doswell CC2 (4Rivers5),0,0,24
Doswell CC1 (4Rivers5),0,0,24
Doswell CT (4Rivers1),0,0,148
Yough Dam NUG,1,48,0
I95 LF Phase I,0,0,24
Great Falls Hydro NUG,1,48,0
Elizabeth River 2,0,0,148
Elizabeth River 1,0,0,148
Elizabeth River 3,0,0,148
Pittsylvania (Hurt),0,0,24
North Wales D 1,0,0,148
Conemaugh Hydro NUG,1,48,0
Gude LF,0,0,24
Smith CT 3,0,0,148
Smith CT 10,0,0,148
Smith CT 5,0,0,148
Smith CT 6,0,0,148
Smith CT 1,0,0,148
Smith CT 4,0,0,148
Smith CT 7,0,0,148
Smith CT 9,0,0,148
Smith CT 2,0,0,148
Rensselaer Cogen,0,0,148
Roanoke Valley 1,1,48,0
Spruance 3 (Richmond),1,24,0
Spruance 1 (Richmond),1,48,0
Spruance 2 (Richmond),1,48,0
Spruance 4 (Richmond),1,48,0
Birchwood 1,1,48,0
Covanta Plymouth (Montenay),0,0,148
Schuylkill Energy NUG,1,48,0
Willamette (PennTech)(Domtar),1,48,0
Lakewood NUG,0,0,148
Cat Tractor NUG,0,0,148
I95 LF Phase II,0,0,24
Wheelabrator Falls NUG,0,0,148
Roanoke Valley 2,1,48,0
Dinwiddie Diesel,0,0,148
Weakley Diesel,0,0,148
Grays Ferry Cogen,0,0,148
Panda,0,0,148
Gordonsville 1 (So.Anna),0,0,148
Gordonsville 2 (So.Anna),0,0,148
Santeetlah 2,1,48,0
Santeetlah 1,1,48,0
Cheoah 5,0,0,148
Cheoah 4,1,48,0
Cheoah 3,1,48,0
Cheoah 1,1,48,0
Cheoah 2,1,48,0
Calderwood 2,1,48,0
Calderwood 1,1,48,0
Calderwood 3,1,48,0
Chilhowee 1,1,48,0
Chilhowee 2,1,48,0
Chilhowee 3,1,48,0
Keystone NUG,0,0,148
Manchester,0,0,148
Ocean County LF,0,0,148
Lakeview,0,0,148
Rocky Road CT 33,0,0,148
Rocky Road CT 31,0,0,148
Rocky Road CT 34,0,0,148
Rocky Road CT 32,0,0,148
Madison 1,1,6,0
Kendall 2,0,0,148
Kendall 4,0,0,148
Kendall 3,0,0,148
Kendall 1,0,0,148
Bluegrass CT 2,0,0,148
Bluegrass CT 3,0,0,148
Bluegrass CT 1,0,0,148
Cordova ST 1,0,0,148
Cordova CT 2,0,0,148
Cordova CT 1,0,0,148
Ontelaunee ST 1,1,48,0
Ontelaunee CT 2,1,48,0
Ontelaunee CT 1,1,48,0
Springdale 1 (AE1),0,0,148
Springdale 2 (AE2),0,0,148
Foothills 5 (Zelda 5),0,0,148
Foothills 4 (Zelda 4),0,0,148
Elwood 4,0,0,148
Elwood 5,0,0,148
Elwood 8,0,0,148
Elwood 7,0,0,148
Elwood 1,0,0,148
Elwood 2,0,0,148
Elwood 3,0,0,148
Elwood 9,0,0,148
Elwood 6,0,0,148
Morris CT1 (Equistar),1,48,0
Morris CT2 (Equistar),1,48,0
Morris ST1 (Equistar),0,0,148
Morris CT3 (Equistar),0,0,148
Greenville 1,0,0,148
Greenville 2,0,0,148
Greenville 3,0,0,148
Greenville 4,0,0,148
Liberty CT2,0,0,148
Liberty CT1,0,0,148
Liberty CC3,0,0,148
Handsome Lake 2,0,0,148
Handsome Lake 1,0,0,148
Handsome Lake 3,0,0,148
Handsome Lake 5,0,0,148
Handsome Lake 4,0,0,148
Lee County 8,0,0,148
Lee County 7,0,0,148
Lee County 5,0,0,148
Lee County 1,0,0,148
Lee County 6,0,0,148
Lee County 2,0,0,148
Lee County 3,0,0,148
Lee County 4,0,0,148
Rockford 1/11,0,0,148
Rockford 1/12,0,0,148
Red Oak Plant,0,0,148
Darby 1,0,0,148
Darby 5,0,0,148
Darby 3,0,0,148
Darby 6,0,0,148
Darby 2,0,0,148
Darby 4,0,0,148
Tait GT 7,0,0,148
Tait GT 4,0,0,148
Tait GT 6,0,0,148
Tait GT 5,0,0,148
University Park 3 CT (South),0,0,148
University Park 1 CT (South),0,0,148
University Park 2 CT (South),0,0,148
University Park 5 CT (South),0,0,148
University Park 4 CT (South),0,0,148
University Park 6 CT (South),0,0,148
Crete CT 4,0,0,148
Crete CT 2,0,0,148
Crete CT 1,0,0,148
Crete CT 3,0,0,148
Ceredo 6,0,0,148
Ceredo 4,0,0,148
Ceredo 3,0,0,148
Ceredo 2,0,0,148
Ceredo 1,0,0,148
Ceredo 5,0,0,148
Aurora  6,0,0,148
Aurora  8,0,0,148
Aurora  3,0,0,148
Aurora  7,0,0,148
Aurora  9,0,0,148
Aurora  4,0,0,148
Aurora  5,0,0,148
Aurora  2,0,0,148
Aurora 10,0,0,148
Aurora  1,0,0,148
Southeast Chicago CT 12,0,0,148
Southeast Chicago CT 10,0,0,148
Southeast Chicago CT 5,0,0,148
Southeast Chicago CT 8,0,0,148
Southeast Chicago CT 11,0,0,148
Southeast Chicago CT 9,0,0,148
Southeast Chicago CT 7,0,0,148
Southeast Chicago CT 6,0,0,148
Wolf Hills 4,0,0,148
Wolf Hills 5,0,0,148
Wolf Hills 3,0,0,148
Wolf Hills 1,0,0,148
Wolf Hills 2,0,0,148
Morgan ST 1,1,48,0
Morgan CT 1,1,48,0
Morgan CT 2,1,48,0
Morgan CT 3,1,48,0
River Energy CT 1 (Calumet),0,0,148
River Energy CT 2 (Calumet),0,0,148
New Covert 2,0,0,148
New Covert 1,0,0,148
