Gen_Index,commitinit,upinit,downinit
New Covert 3,0,0,24
Ford Mill Block 1,0,0,24
Ford Mill Block 2,0,0,48
Ironwood CT 2,0,0,72
Ironwood CT 1,1,46,0
Ironwood CC 3,0,0,72
South Bend 1 (Armstrong),0,0,244
South Bend 2 (Armstrong),0,0,244
South Bend 3 (Armstrong),0,0,244
South Bend 4 (Armstrong),0,0,244
Troy 1,0,0,48
Troy 2,0,0,244
Troy 3,0,0,244
Troy 4,0,0,244
Oak Grove 1 (Pleasants),0,0,244
Oak Grove 2 (Pleasants),0,0,244
Dresden 1A,0,0,120
Dresden 1S,0,0,72
Dresden 1B,1,88,0
Cottonwood CT 3,0,0,48
Cottonwood CT 2,1,144,0
Cottonwood ST 3,0,0,48
Cottonwood CT 1,1,144,0
Cottonwood ST 1,1,144,0
Cottonwood ST 2,1,144,0
Cottonwood ST 4,0,0,48
Cottonwood CT 4,0,0,48
Gans 8 (AE8),0,0,244
Gans 9 (AE9),0,0,48
ComChes 6,0,0,48
ComChes 5,0,0,48
ComChes 4,0,0,24
ComChes 2,0,0,244
ComChes 3,0,0,244
ComChes 1,0,0,48
ComChes 7,0,0,24
Rockgen Peaker GT 2,0,0,244
Rockgen Peaker GT 3,0,0,244
Rockgen Peaker GT 1,0,0,244
Zion GT 3,0,0,244
Zion GT 2,0,0,244
Zion GT 1,0,0,244
Washington 13,1,88,0
Rolling Hills 1 (Flatlick),0,0,244
Rolling Hills 2 (Flatlick),0,0,244
Rolling Hills 5 (Flatlick),0,0,244
Rolling Hills 4 (Flatlick),0,0,244
Rolling Hills 3 (Flatlick),0,0,244
Bayou Cove CT 2,0,0,244
Bayou Cove CT 4,0,0,244
Bayou Cove CT 3,0,0,72
Elgin 3,0,0,244
Elgin 2,0,0,244
Elgin 1,0,0,48
Elgin 4,0,0,244
Fluvanna GT 32,0,0,24
Fluvanna GT 22,0,0,24
Fluvanna GS 12,0,0,24
Fluvanna GT 12,0,0,24
Lawrenceburg 2S,1,60,0
Lawrenceburg 1B,0,0,24
Lawrenceburg 2B,1,144,0
Lawrenceburg 2A,1,144,0
Lawrenceburg 1S,0,0,24
Lawrenceburg 1A,0,0,24
Waterford CT 1,1,88,0
Waterford ST 1,1,88,0
Waterford CT 3,1,88,0
Waterford CT 2,1,88,0
Ronco (Fayette),1,144,0
York CT 2 (Delta),0,0,48
York CT 1 (Delta),0,0,24
York CT 3 (Delta),0,0,48
York ST 4 (Delta),0,0,48
UPark 6 (North),0,0,244
UPark 4 (North),0,0,244
UPark 10 (North),0,0,244
UPark 11 (North),0,0,244
UPark 7 (North),0,0,244
UPark 2 (North),0,0,244
UPark 9 (North),0,0,244
UPark 1 (North),0,0,244
UPark 8 (North),0,0,244
UPark 3 (North),0,0,244
UPark 12 (North),0,0,244
UPark 5 (North),0,0,244
Chambersburg 13 (Guilford AE13),0,0,48
Chambersburg 12 (Guilford AE12),0,0,48
B Chambersburg 13 (CCLP),0,0,244
B Chambersburg 47 (CCLP),0,0,244
Mt Bethel CC 3,0,0,244
Mt Bethel CT 2,0,0,244
Mt Bethel CT 1,0,0,244
Bethlehem CT5,0,0,48
Bethlehem CT7,0,0,48
Bethlehem ST4,0,0,48
Bethlehem CT3,0,0,48
Bethlehem CT6,0,0,48
Bethlehem CT2,0,0,48
Bethlehem ST8,0,0,48
Bethlehem CT1,0,0,48
Fremont ST 3,1,34,0
Fremont CT 2,1,26,0
Fremont CT 1,1,37,0
Choctaw 3 CT,1,18,0
Choctaw 4 ST,1,17,0
Choctaw 2 CT,1,18,0
Choctaw 1 CT,0,0,244
Springdale 5 (AE5),1,69,0
Springdale 3 (AE3),1,71,0
Springdale 4 (AE4),1,69,0
Hanging Rock 1,0,0,48
Hanging Rock 2,0,0,24
Buchanan 1 (BuchanCO),0,0,72
Buchanan 2 (BuchanCO),0,0,48
Grand Central 2,0,0,48
Grand Central 3,0,0,244
Grand Central 1,0,0,48
MH 750 STM 1 (Phillips),0,0,48
MH 750 CT 1 (Phillips),0,0,48
MH 750 CT 3 (Phillips),0,0,48
MH 750 CT 2 (Phillips),0,0,244
Prairie State 1,1,144,0
Prairie State 2,1,144,0
Oaks LF 2,1,18,0
Oaks LF 1,1,7,0
Rockford 2/21,0,0,244
Lakewood CT1,0,0,244
Lakewood CT2,0,0,244
Warren County RR NUG,0,0,72
Warren County LF 1,1,18,0
Hunterstown CC 201,1,70,0
Hunterstown CC 401,0,0,24
Hunterstown CC 101,0,0,120
Hunterstown CC 301,1,70,0
Hamlet CT 6,0,0,244
Hamlet CT 4,0,0,48
Hamlet CT 2,0,0,244
Hamlet CT 5,0,0,48
Hamlet CT 1,0,0,48
Hamlet CT 3,0,0,244
Tosco (Linden CoGen),1,17,0
Summersville 2,0,0,21
Summersville 1,1,144,0
Hunlock 4,0,0,244
Columbus Renick Run 1,0,0,244
Columbus Renick Run 2,0,0,244
Columbus ST 8,0,0,244
Columbus ST 1,0,0,244
Columbus Dodge Park,0,0,244
Southern LF 5,0,0,48
Southern LF,0,0,48
Central LF,0,0,48
Greater Lebanon LF,0,0,24
Bethel Energy,1,5,0
Longview 1,0,0,244
Newland Park LF,0,0,48
Brunswick LF,1,18,0
Charles City Landfill,1,17,0
Chesterfield Landfill,1,18,0
King and Queen LF,1,18,0
Upton,0,0,24
Pine Grove LF,0,0,48
Rockville Diesel,0,0,244
Virginia Beach Landfill,0,0,244
Winnebago 3,0,0,48
Winnebago 4,1,18,0
Winnebago 2,1,18,0
Winnebago 1,0,0,48
Bear Garden,1,88,0
Virginia City 1,1,48,0
Haverhill 1,1,144,0
Ottawa County LF 1,0,0,244
Ottawa County LF 2,0,0,24
Ottawa County LF 3,0,0,244
Carbon Limestone LF 16,0,0,48
Carbon Limestone LF 7,0,0,244
Carbon Limestone LF 5,0,0,244
Carbon Limestone LF 1,0,0,244
Carbon Limestone LF 15,0,0,48
Carbon Limestone LF 9,0,0,48
Carbon Limestone LF 6,0,0,244
Carbon Limestone LF 10,0,0,244
Carbon Limestone LF 4,0,0,48
Carbon Limestone LF 3,0,0,244
Carbon Limestone LF 8,0,0,48
Carbon Limestone LF 12,0,0,244
Carbon Limestone LF 13,0,0,244
Carbon Limestone LF 14,0,0,48
Carbon Limestone LF 2,0,0,244
Carbon Limestone LF 11,0,0,48
Lorain County LF 9,0,0,244
Lorain County LF 7,1,18,0
Lorain County LF 6,1,18,0
Lorain County LF 8,1,5,0
Lorain County LF 10,1,18,0
Lorain County LF 4,1,18,0
Lorain County LF 2,1,18,0
Lorain County LF 1,1,18,0
Lorain County LF 5,1,18,0
Lorain County LF 3,0,0,24
Cumberland County LF,0,0,244
Shippensburg LF (Community Refuse),0,0,24
Northern Tier LF,1,18,0
Stafford LF,0,0,244
Broad Mountain 2 LF (Hegins),0,0,24
Pioneer Crossing LF,0,0,24
Arden LF,1,17,0
William Penn LF (Middle Peninsula),1,17,0
King George LF,1,18,0
Cleveland County CT 1,0,0,244
Glendon LF,0,0,244
Erie County LF 1,0,0,244
Henrico County LF,0,0,244
Geneva LF 2,1,18,0
Geneva LF 5,1,18,0
Geneva LF 4,0,0,244
Geneva LF 3,1,18,0
Geneva LF 1,1,18,0
Mahoning LF 3,0,0,48
Mahoning LF 4,0,0,48
Mahoning LF 2,0,0,48
Mahoning LF 1,0,0,48
Mahoning LF 5,0,0,244
Bellefontaine LF,1,18,0
Reichs Ford LF,1,17,0
Middletown Coke (Yankee 1 emkts),1,144,0
Salem County LF,0,0,244
Pleasantville 2,0,0,244
Pleasantville 3,0,0,244
Pleasantville 1,0,0,48
Sussex County LF,0,0,48
Burlington Cty LF 4,0,0,244
Burlington Cty LF 5,0,0,244
Burlington Cty LF 2,0,0,244
Burlington Cty LF 1,0,0,244
Burlington Cty LF 3,0,0,244
Northeast LF 4,1,5,0
Northeast LF 3,1,5,0
Northeast LF 1,1,5,0
Northeast LF 2,1,5,0
Evergreen 1,1,144,0
Edgeboro LF,0,0,48
Millersville LF 2,1,18,0
Millersville LF 1,1,18,0
Christiana 11,0,0,244
Christiana 14,0,0,244
Woodbine LF 2 (Cape May),0,0,244
Woodbine LF 1 (Cape May),0,0,244
Woodbine LF 3 (Cape May),0,0,244
Delaware City 03,0,0,72
Delaware City 06,0,0,72
Delaware City 10,0,0,72
Delaware City 07,0,0,244
Edge Moor 03,0,0,24
Edge Moor 10,0,0,244
Edge Moor 05,0,0,24
Edge Moor 04,0,0,48
Cleveland County CT 4,0,0,244
Indian River 10,0,0,244
Indian River 04,1,144,0
Berrien Springs LF 3,0,0,48
Berrien Springs LF 1,0,0,244
Berrien Springs LF 2,0,0,48
West 1,0,0,244
Orchard Hills LF 1,1,18,0
Orchard Hills LF 2,1,18,0
Dover McKee Run 3,0,0,24
Dover McKee Run 1,0,0,48
Dover McKee Run 2,0,0,48
Cook 1,1,144,0
Cook 2,1,144,0
Pleasants 1,1,144,0
Pleasants 2,1,144,0
Racine 1,1,144,0
Racine 2,1,144,0
Calvert Cliffs 1,1,144,0
Calvert Cliffs 2,1,144,0
Duck Creek 1,1,57,0
Newton 2,1,64,0
Newton 1,1,64,0
East Bend 2,1,144,0
Zimmer 1,0,0,244
Brandon Shores 2,1,144,0
Brandon Shores 1,1,144,0
Perry 1,1,144,0
Braidwood 2,1,144,0
Braidwood 1,1,144,0
Byron 2,1,144,0
Byron 1,1,144,0
Lasalle 2,1,144,0
Lasalle 1,1,144,0
Killen GT 1,0,0,244
Killen 2,1,144,0
Catawba 1,1,144,0
Beaver Valley 1,0,0,96
Beaver Valley 2,1,144,0
Spurlock 3,1,144,0
Spurlock 1,1,144,0
Spurlock 2,1,144,0
Spurlock 4,1,79,0
Big Cajun II 2,1,144,0
Big Cajun II 1,1,144,0
Big Cajun II 3,1,144,0
Trimble 2,1,144,0
Trimble 1,1,144,0
Mansfield 3,1,144,0
Mansfield 2,1,144,0
Mansfield 1,1,89,0
Susquehanna 2,1,144,0
Susquehanna 1,1,144,0
Limerick 2,1,144,0
Limerick 1,1,144,0
Gibson 5,1,84,0
Hope Creek 1,1,144,0
Davis Besse 1,1,144,0
Rockport 2,1,144,0
Rockport 1,1,144,0
Bath County 3,0,0,4
Bath County 6,0,0,4
Bath County 5,0,0,244
Bath County 2,0,0,4
Bath County 1,1,1,0
Bath County 4,0,0,8
North Anna 1,1,144,0
North Anna 2,1,144,0
Laurel,1,144,0
Mountaineer 1,1,144,0
Ocracoke 1,0,0,244
Center Hill 1,1,144,0
Center Hill 3,1,144,0
Center Hill 2,1,144,0
Cheatham 3,1,144,0
Cheatham 2,1,144,0
Cheatham 1,1,144,0
Yards Creek 3,0,0,244
Yards Creek 1,0,0,120
Yards Creek 2,0,0,120
London 1,1,144,0
London 2,0,0,8
London 3,1,144,0
Marmet 3,1,144,0
Marmet 1,1,144,0
Marmet 2,1,144,0
Winfield 3,1,144,0
Winfield 2,1,4,0
Winfield 1,0,0,7
Lake Lynn 3,1,88,0
Lake Lynn 2,0,0,29
Lake Lynn 1,0,0,29
Lake Lynn 4,0,0,53
Vineland Jet 1,0,0,244
Gravel Neck 3,0,0,244
Gravel Neck 4,0,0,72
Gravel Neck 5,0,0,72
Gravel Neck 2,0,0,244
Gravel Neck 1,0,0,244
Gravel Neck 6,0,0,72
Raystown,1,144,0
Forked River C1,0,0,48
Forked River C2,0,0,244
Hay Road CT6,0,0,244
Hay Road ST8,0,0,244
Hay Road CT3,0,0,48
Hay Road CT1,0,0,244
Hay Road CT2,0,0,48
Hay Road CT7,0,0,244
Hay Road CT5,0,0,48
Hay Road ST4,0,0,48
Woodsdale GT 3,0,0,48
Woodsdale GT 4,0,0,48
Woodsdale GT 6,0,0,48
Woodsdale GT 2,0,0,48
Woodsdale GT 1,0,0,48
Woodsdale GT 5,0,0,48
Darbytown 4,0,0,72
Darbytown 2,0,0,72
Darbytown 1,0,0,72
Darbytown 3,0,0,72
Clover 2,1,144,0
Clover 1,1,144,0
Lincoln 2,0,0,48
Lincoln 1,0,0,244
Lincoln 8,0,0,48
Lincoln 7,0,0,48
Lincoln 3,0,0,48
Lincoln 4,0,0,244
Lincoln 5,0,0,244
Lincoln 6,0,0,244
Sherman Avenue CT 1,0,0,244
Dover Parkland 11,0,0,244
Richmond CT 2,0,0,244
Richmond CT 1,0,0,244
Anderson CT 2,0,0,244
Anderson CT 3,0,0,244
Anderson CT 1,0,0,244
Bellville 1,1,144,0
Bellville 2,1,144,0
Pennsbury 1,0,0,244
Pennsbury 2,0,0,244
Fairless Hills B,1,144,0
Fairless Hills A,0,0,48
Tilton CT 2,0,0,244
Tilton CT 1,0,0,244
Tilton CT 4,0,0,24
Tilton CT 3,0,0,244
Montpelier 3,0,0,244
Montpelier 1,0,0,244
Montpelier 4,0,0,244
Montpelier 2,0,0,244
Rowan CT 2,0,0,244
Rowan CT 1,0,0,48
Rowan 4 CC,1,144,0
Rock Springs CT1,0,0,244
Rock Springs CT4,0,0,244
Rock Springs CT3,0,0,244
Rock Springs CT2,0,0,244
Marsh Run CT 2,0,0,72
Marsh Run CT 3,0,0,244
Marsh Run CT 1,0,0,72
Louisa CT 5,0,0,48
Louisa CT 2,0,0,72
Louisa CT 3,0,0,72
Louisa CT 4,0,0,244
Louisa CT 1,0,0,72
Remington 3,0,0,244
Remington 2,0,0,48
Remington 1,0,0,72
Remington 4,0,0,72
Ladysmith GT 2,0,0,48
Ladysmith GT 1,0,0,48
Ladysmith GT 3,0,0,244
Ladysmith GT 4,0,0,48
Ladysmith GT 5,0,0,48
Mone 1,0,0,48
Mone 3,0,0,48
Mone 2,0,0,48
Amelia Landfill,1,18,0
Clayton 2,0,0,244
Clayton 1 (Beasley),0,0,244
Mickleton CT 1,0,0,244
Three Mile Island 1,1,90,0
Croydon 11,0,0,244
Croydon 21,0,0,72
Croydon 32,0,0,244
Croydon 12,0,0,48
Croydon 22,0,0,244
Croydon 31,0,0,244
Croydon 41,0,0,244
Croydon 42,0,0,244
Gavin 1,1,144,0
Gavin 2,1,96,0
Seneca 1,0,0,120
Seneca 3,0,0,5
Seneca 2,0,0,5
Cheswick 1,1,144,0
Glen Gardner A3,0,0,244
Glen Gardner B8,0,0,244
Glen Gardner B6,0,0,244
Glen Gardner A4,0,0,244
Glen Gardner B7,0,0,244
Glen Gardner B5,0,0,244
Glen Gardner A2,0,0,244
Glen Gardner A1,0,0,244
E.D. Edwards 3,1,144,0
E.D. Edwards 1,0,0,24
E.D. Edwards 2,1,144,0
Coffeen 1,1,144,0
Coffeen 2,1,54,0
Dresden 3,1,144,0
Dresden 2,1,26,0
Joliet 6,1,144,0
Kincaid 1,1,144,0
Kincaid 2,1,17,0
Powerton 6,1,144,0
Powerton 5,1,144,0
Quad Cities 1,1,144,0
Quad Cities 2,1,144,0
Waukegan 7,1,144,0
Waukegan 32,0,0,244
Waukegan 31,0,0,244
Waukegan 8,1,144,0
Will County 4,1,144,0
Will County 3,1,144,0
Fisk 34,0,0,244
Fisk 33,0,0,244
Fisk 32,0,0,244
Fisk 31,0,0,244
Joppa 6,1,144,0
Joppa 5,1,144,0
Joppa 3,1,71,0
Joppa 2,1,144,0
Joppa 4,1,144,0
Joppa 1,1,144,0
Hennepin 2,1,110,0
Hennepin 1,1,144,0
Clifty Creek 6,1,144,0
Clifty Creek 4,1,144,0
Clifty Creek 3,0,0,244
Clifty Creek 5,1,144,0
Clifty Creek 1,1,144,0
Clifty Creek 2,1,144,0
Elkhart 3,1,144,0
Elkhart 2,0,0,244
Elkhart 1,1,144,0
Tanners Ck 2,1,144,0
Tanners Ck 1,1,96,0
Tanners Ck 3,0,0,96
Tanners Ck 4,1,144,0
Twinbrnch 5,0,0,244
Twinbrnch 2,0,0,5
Twinbrnch 4,1,144,0
Twinbrnch 1,0,0,3
Twinbrnch 8,1,10,0
Twinbrnch 6,1,144,0
Twinbrnch 7,1,144,0
Twinbrnch 3,1,144,0
DR1,0,0,96
DR2,0,0,2
DR3,0,0,2
DR4,1,6,0
DR5,0,0,40
